trial,response,first,start_time,rt,correct,fact_id,question_type,question,answer,alpha
48,Clear twofish,False,616564.7897949219,11440.96240234375,False,22,Species,./species/22.png,Clearfin lionfish,0.4019531249999999
49,Fish,False,638124.7770996094,10993.87939453125,False,24,Species,./species/24.png,Yellow-spotted scorpionfish,0.3671875
50,Scorpionidae,False,653436.7829589844,2693.230224609375,True,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.40312499999999984
51,Common finfish,False,662811.8190917969,2518.255859375,False,26,Species,./species/26.png,Bicolored foxface,0.44414062500000007
52,Common two-tailed gecko,False,670271.9699707031,2247.438232421875,False,13,Species,./species/13.png,Common flat-tailed gecko,0.4039062499999999
53,Taveta weaver,False,685536.6977539062,3393.259765625,True,20,Species,./species/20.png,Taveta weaver,0.441015625
54,Ptoris,False,696504.2145996094,35674.411865234375,True,10,Genus,"Clearfin lionfish, Luna lionfish",Pterois,0.4550781250000001
55,Color-day gecko,False,741728.2900390625,7208.568603515625,False,15,Species,./species/15.png,Yellow-headed day gecko,0.40703124999999996
56,Two fish,False,757088.4104003906,25895.40380859375,False,22,Species,./species/22.png,Clearfin lionfish,0.40312499999999996
57,Common foxfish,False,787784.40625,3913.753662109375,False,26,Species,./species/26.png,Bicolored foxface,0.46796875000000004
58,Pterois,False,801742.876953125,1752.896728515625,True,10,Genus,"Clearfin lionfish, Luna lionfish",Pterois,0.45468750000000013
59,Satanic leaf-tailed gecko,False,806910.0004882812,3185.8681640625,True,14,Species,./species/14.png,Satanic leaf-tailed gecko,0.343359375
60,Fish,False,816128.8327636719,6514.326904296875,False,24,Species,./species/24.png,Yellow-spotted scorpionfish,0.36835937500000004
61,Taveta weaver,False,826469.0537109375,2090.35205078125,True,20,Species,./species/20.png,Taveta weaver,0.44062500000000004
62,Pterois,False,834442.9184570312,1476.945068359375,False,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.4035156249999998
63,Common flat-tailed gecko,False,842283.3210449219,20848.48681640625,True,13,Species,./species/13.png,Common flat-tailed gecko,0.4042968749999999
64,Bicolored foxfish,False,869697.1186523438,8478.997314453125,False,26,Species,./species/26.png,Bicolored foxface,0.480078125
65,yellow gecko,False,888218.576171875,8855.046630859375,False,15,Species,./species/15.png,Yellow-headed day gecko,0.40742187499999993
66,pterois,False,913367.080078125,2238.947265625,True,10,Genus,"Clearfin lionfish, Luna lionfish",Pterois,0.45429687500000016
67,fish,False,920040.63671875,12727.367919921875,False,22,Species,./species/22.png,Clearfin lionfish,0.40351562499999993
68,bicolored foxface,False,936179.7260742188,1445.95068359375,True,26,Species,./species/26.png,Bicolored foxface,0.47968750000000004
69,tavena weaver,False,947080.482421875,2562.318359375,True,20,Species,./species/20.png,Taveta weaver,0.44023437500000007
70,barchin scorpionfish,True,957292.7141113281,2004.34521484375,False,25,Species,./species/25.png,Barchin scorpionfish,0.3
71,Siganus,True,967882.1000976562,4920.91748046875,False,12,Genus,"Bicolored foxface, scribbled rabbitfish, Magnificent rabbitfish",Siganus,0.3
72,Euplectes,True,979026.9702148438,2626.383056640625,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.3
73,.,False,988868.2470703125,57268.638916015625,False,25,Species,./species/25.png,Barchin scorpionfish,0.3
74,Scenidae,False,1049077.1845703125,6689.84423828125,False,12,Genus,"Bicolored foxface, scribbled rabbitfish, Magnificent rabbitfish",Siganus,0.3
75,.,False,1060432.1374511719,23438.649658203125,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.3
76,Bicolored foxface,False,1086165.4216308594,8226.791259765625,True,26,Species,./species/26.png,Bicolored foxface,0.4980468750000001
77,Scanidae,False,1100147.2797851562,20015.773681640625,False,10,Genus,"Clearfin lionfish, Luna lionfish",Pterois,0.4695312500000002
78,Fish,False,1124350.705078125,16580.772705078125,False,24,Species,./species/24.png,Yellow-spotted scorpionfish,0.40546875000000004
79,Scorpionidae,False,1143442.0952148438,19993.615234375,True,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.4093749999999998
80,Common flat-tailed gecko,False,1170050.4008789062,9802.30859375,True,13,Species,./species/13.png,Common flat-tailed gecko,0.45390624999999984
81,Yellow-headed gecko,False,1188019.8020019531,24520.662109375,False,15,Species,./species/15.png,Yellow-headed day gecko,0.4570312499999999
82,bicolored foxface,False,1220644.4970703125,1322.454833984375,True,26,Species,./species/26.png,Bicolored foxface,0.49765625000000013
83,black scorpionfish,False,1226636.8405761719,4852.727294921875,False,25,Species,./species/25.png,Barchin scorpionfish,0.347265625
84,taveta weaver,False,1242153.0795898438,2610.966552734375,True,20,Species,./species/20.png,Taveta weaver,0.40703125000000007
85,common flat-tailed gecko,False,1257971.33984375,1946.5341796875,True,13,Species,./species/13.png,Common flat-tailed gecko,0.45351562499999987
86,yellow-headed day gecko,False,1275292.21484375,1575.0498046875,True,15,Species,./species/15.png,Yellow-headed day gecko,0.4566406249999999
