trial,response,first,start_time,rt,correct,fact_id,question_type,question,answer,alpha
79,uroplatus,False,1022673.6838378906,16872.8046875,False,7,Genus,"Blue-tailed day gecko, Yellow-headed day gecko",Phelsuma,0.41132812500000004
80,scorpinaedae,False,1048700.5756835938,11326.62109375,False,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.349609375
81,malimbus,False,1071746.9318847656,9575.916015625,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.47929687500000007
82,bicolored foxface,False,1085864.7958984375,1812.117919921875,True,26,Species,./species/26.png,Bicolored foxface,0.30000000000000004
83,malimbus,False,1094411.7329101562,2218.312255859375,True,9,Genus,"Taveta weaver, Black-billed weaver",Malimbus,0.38398437500000004
84,yellow headed day gecko,False,1099926.1076660156,1515.237060546875,True,15,Species,./species/15.png,Yellow-headed day gecko,0.324609375
85,chordata,False,1108012.4418945312,3717.915771484375,True,1,Phylum,"Gekkonidae, Ploceidae, Scorpaenidae, Siganidae",Chordata,0.38945312499999996
86,gekkonidae,False,1115099.9973144531,3514.836181640625,False,3,Family,"Euplectus, Malimbus",Ploceidae,0.42499999999999993
87,barchin scorpionfish,False,1127081.5732421875,8263.742431640625,True,25,Species,./species/25.png,Barchin scorpionfish,0.349609375
88,malimbus,False,1140370.6254882812,4077.206787109375,False,7,Genus,"Blue-tailed day gecko, Yellow-headed day gecko",Phelsuma,0.4546875
89,malimbus,False,1149103.7397460938,3061.8134765625,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.5046875000000001
90,scorpaenidae,False,1158148.4926757812,5045.69775390625,True,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.38359374999999996
91,gekkonidae,False,1171599.5283203125,1952.636962890625,True,2,Family,"Uroplatus, Phelsuma",Gekkonidae,0.35
92,phelsuma,False,1177723.056640625,10560.12548828125,False,12,Genus,"Bicolored foxface, scribbled rabbitfish, Magnificent rabbitfish",Siganus,0.4367187499999998
93,,False,1197104.080078125,10560.12548828125,False,3,Family,"Euplectus, Malimbus",Ploceidae,0.449609375
94,uroplatus,False,1217179.7082519531,3014.880615234375,False,7,Genus,"Blue-tailed day gecko, Yellow-headed day gecko",Phelsuma,0.466796875
95,malimbus,False,1231612.4240722656,15449.553955078125,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.538671875
96,barchin scorpionfish,False,1251727.9350585938,2563.150390625,True,25,Species,./species/25.png,Barchin scorpionfish,0.34921875
97,scorpaenidae,False,1262247.6394042969,2077.708984375,True,4,Family,"Pterois, Sebastapistes",Scorpaenidae,0.371484375
98,euplectus,False,1271725.6652832031,2593.180908203125,True,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.53828125
99,,False,1278067.8974609375,2593.180908203125,False,3,Family,"Euplectus, Malimbus",Ploceidae,0.46484375
100,clearfin lionfish,False,1282988.65234375,2858.751220703125,True,22,Species,./species/22.png,Clearfin lionfish,0.23749999999999996
101,phelsuma,False,1291007.0458984375,3764.82373046875,True,7,Genus,"Blue-tailed day gecko, Yellow-headed day gecko",Phelsuma,0.47890625
102,,False,1297932.970703125,3764.82373046875,False,6,Genus,"Common flat-tail gecko, Satanic leaf-tailed gecko",Uroplatus,0.3062499999999999
103,sebastapistes,True,1314522.4025878906,10535.44677734375,False,11,Genus,"Yellow spotted scorpionfish, Barchin scorpionfish",Sebastapistes,0.3
104,,False,1334555.6545410156,16261.86181640625,False,8,Genus,"Red Bishop Weaver, Long-tailed widowbird",Euplectes,0.5597656250000002
105,,False,1355180.8432617188,16261.86181640625,False,11,Genus,"Yellow spotted scorpionfish, Barchin scorpionfish",Sebastapistes,0.3
106,,False,1363077.2897949219,16261.86181640625,False,3,Family,"Euplectus, Malimbus",Ploceidae,0.48945312500000004
